Song_id,Quadrant,in_balanced_train,in_balanced_validate,in_balanced_test,in_complete_train,in_complete_validate,in_complete_test
MT0005760259,Q2,True,False,False,True,False,False
MT0005761702,Q3,True,False,False,True,False,False
MT0005763004,Q1,True,False,False,True,False,False
MT0005774267,Q2,True,False,False,True,False,False
MT0005775235,Q4,True,False,False,True,False,False
MT0005802574,Q1,True,False,False,True,False,False
MT0005804191,Q4,True,False,False,True,False,False
MT0005822463,Q3,True,False,False,True,False,False
MT0005822671,Q2,False,True,False,False,True,False
MT0005826176,Q2,False,False,True,False,False,True
MT0005827376,Q4,True,False,False,True,False,False
MT0005828366,Q4,True,False,False,False,False,True
MT0005830128,Q4,False,True,False,False,True,False
MT0005850999,Q4,True,False,False,False,True,False
MT0005860700,Q1,True,False,False,True,False,False
MT0005863380,Q4,False,False,True,True,False,False
MT0005884980,Q4,False,False,True,False,False,True
MT0005912220,Q3,True,False,False,True,False,False
MT0005916227,Q3,False,False,True,True,False,False
MT0005941425,Q4,False,False,False,True,False,False
MT0005944471,Q1,True,False,False,True,False,False
MT0005947736,Q4,True,False,False,True,False,False
MT0005951020,Q2,True,False,False,True,False,False
MT0005959692,Q4,True,False,False,True,False,False
MT0005963165,Q3,False,True,False,False,True,False
MT0005974256,Q2,True,False,False,True,False,False
MT0005995195,Q4,False,False,False,True,False,False
MT0006001707,Q2,True,False,False,True,False,False
MT0006005146,Q2,False,False,False,True,False,False
MT0006007936,Q2,False,False,True,False,False,True
MT0006022752,Q3,True,False,False,True,False,False
MT0006036535,Q3,True,False,False,True,False,False
MT0006037085,Q4,False,False,True,False,False,True
MT0006039798,Q3,False,True,False,True,False,False
MT0006044445,Q4,True,False,False,True,False,False
MT0006051812,Q3,True,False,False,False,False,True
MT0006067841,Q2,False,True,False,False,True,False
MT0006078896,Q2,False,False,True,False,False,True
MT0006114773,Q1,True,False,False,True,False,False
MT0006115121,Q4,True,False,False,True,False,False
MT0006129774,Q4,True,False,False,False,False,True
MT0006137136,Q4,True,False,False,True,False,False
MT0006137300,Q4,False,False,True,False,False,True
MT0006137372,Q3,True,False,False,True,False,False
MT0006157839,Q2,True,False,False,True,False,False
MT0006159067,Q3,True,False,False,True,False,False
MT0006164654,Q4,False,False,True,False,False,True
MT0006169551,Q4,True,False,False,True,False,False
MT0006171393,Q3,False,False,True,False,False,True
MT0006181559,Q4,True,False,False,True,False,False
MT0006188933,Q1,False,True,False,False,True,False
MT0006196650,Q1,True,False,False,True,False,False
MT0006232679,Q1,True,False,False,True,False,False
MT0006239603,Q1,True,False,False,True,False,False
MT0006256204,Q2,False,False,True,False,False,True
MT0006324704,Q4,False,True,False,False,True,False
MT0006348382,Q4,False,False,True,True,False,False
MT0006356406,Q2,True,False,False,True,False,False
MT0006357085,Q1,True,False,False,True,False,False
MT0006357849,Q1,True,False,False,True,False,False
MT0006365604,Q2,False,True,False,False,True,False
MT0006367176,Q1,False,False,True,False,False,True
MT0006391732,Q2,True,False,False,False,False,True
MT0006397809,Q3,False,True,False,False,True,False
MT0006400514,Q3,False,False,True,False,False,True
MT0006406298,Q1,True,False,False,True,False,False
MT0006409530,Q2,True,False,False,True,False,False
MT0006410285,Q3,False,False,True,False,False,True
MT0006417602,Q3,True,False,False,True,False,False
MT0006421356,Q3,True,False,False,True,False,False
MT0006431184,Q1,False,True,False,False,True,False
MT0006431807,Q1,False,False,True,False,False,True
MT0006434833,Q2,False,True,False,False,True,False
MT0006475078,Q4,True,False,False,True,False,False
MT0006475970,Q1,True,False,False,True,False,False
MT0006484633,Q2,True,False,False,True,False,False
MT0006487635,Q2,True,False,False,True,False,False
MT0006492385,Q3,True,False,False,True,False,False
MT0006497092,Q2,False,True,False,True,False,False
MT0006510599,Q2,True,False,False,True,False,False
MT0006514225,Q1,False,False,True,False,False,True
MT0006522591,Q3,False,True,False,False,True,False
MT0006528309,Q1,True,False,False,True,False,False
MT0006531857,Q2,True,False,False,True,False,False
MT0006536592,Q1,True,False,False,True,False,False
MT0006540794,Q1,True,False,False,True,False,False
MT0006545202,Q2,True,False,False,True,False,False
MT0006552038,Q2,False,False,True,False,False,True
MT0006553309,Q1,True,False,False,True,False,False
MT0006553914,Q2,True,False,False,True,False,False
MT0006559667,Q2,True,False,False,True,False,False
MT0006573563,Q2,True,False,False,True,False,False
MT0006587635,Q2,False,False,False,False,False,True
MT0006587819,Q4,True,False,False,True,False,False
MT0006612877,Q2,True,False,False,True,False,False
MT0006633147,Q1,False,True,False,False,True,False
MT0006635536,Q3,True,False,False,True,False,False
MT0006640142,Q2,False,False,True,False,False,True
MT0006641042,Q2,True,False,False,True,False,False
MT0006654122,Q3,True,False,False,True,False,False
MT0006683265,Q2,True,False,False,True,False,False
MT0006683875,Q1,True,False,False,True,False,False
MT0006695707,Q2,True,False,False,False,False,True
MT0006696329,Q4,False,False,False,True,False,False
MT0006708402,Q3,True,False,False,True,False,False
MT0006713730,Q3,False,True,False,False,True,False
MT0006723128,Q2,True,False,False,True,False,False
MT0006737689,Q2,True,False,False,True,False,False
MT0006742179,Q2,False,False,False,True,False,False
MT0006746691,Q2,True,False,False,True,False,False
MT0006747288,Q1,False,True,False,False,True,False
MT0006751087,Q2,True,False,False,True,False,False
MT0006755411,Q1,True,False,False,True,False,False
MT0006761058,Q4,True,False,False,True,False,False
MT0006761971,Q2,True,False,False,True,False,False
MT0006770955,Q1,True,False,False,True,False,False
MT0006771406,Q1,False,True,False,False,True,False
MT0006773580,Q2,True,False,False,False,False,True
MT0006778622,Q2,True,False,False,True,False,False
MT0006784451,Q2,True,False,False,True,False,False
MT0006788512,Q2,False,False,False,True,False,False
MT0006790347,Q2,True,False,False,True,False,False
MT0006795758,Q2,False,False,False,True,False,False
MT0006798861,Q2,True,False,False,True,False,False
MT0006800841,Q2,True,False,False,True,False,False
MT0006806145,Q2,True,False,False,True,False,False
MT0006810990,Q2,False,True,False,True,False,False
MT0006813360,Q3,True,False,False,True,False,False
MT0006832360,Q2,True,False,False,True,False,False
MT0006833696,Q3,False,True,False,True,False,False
MT0006839715,Q4,True,False,False,True,False,False
MT0006843007,Q1,False,False,True,False,False,True
MT0006846075,Q4,True,False,False,True,False,False
MT0006876450,Q3,True,False,False,True,False,False
MT0006877397,Q3,True,False,False,True,False,False
MT0006879985,Q2,True,False,False,True,False,False
MT0006880936,Q3,True,False,False,True,False,False
MT0006911848,Q4,True,False,False,True,False,False
MT0006914583,Q3,True,False,False,True,False,False
MT0006919273,Q3,False,False,True,False,True,False
MT0006929157,Q2,True,False,False,True,False,False
MT0006933170,Q2,True,False,False,True,False,False
MT0006937715,Q1,True,False,False,True,False,False
MT0006939177,Q2,True,False,False,True,False,False
MT0006955099,Q3,True,False,False,True,False,False
MT0006955716,Q4,False,True,False,False,True,False
MT0006983241,Q4,False,True,False,False,True,False
MT0006991912,Q4,True,False,False,True,False,False
MT0006993597,Q1,False,False,True,False,False,True
MT0007013069,Q1,False,False,True,False,False,True
MT0007037296,Q1,False,True,False,False,True,False
MT0007039082,Q4,True,False,False,True,False,False
MT0007041751,Q4,False,False,True,True,False,False
MT0007043504,Q2,True,False,False,False,True,False
MT0007051057,Q3,True,False,False,True,False,False
MT0007051188,Q4,True,False,False,True,False,False
MT0007053424,Q4,False,True,False,False,True,False
MT0007057303,Q1,True,False,False,True,False,False
MT0007058512,Q2,True,False,False,True,False,False
MT0007064420,Q4,False,True,False,False,True,False
MT0007067293,Q1,False,False,True,False,False,True
MT0007071481,Q2,False,True,False,False,True,False
MT0007072562,Q1,True,False,False,True,False,False
MT0007072992,Q4,True,False,False,True,False,False
MT0007074655,Q2,True,False,False,True,False,False
MT0007075838,Q2,False,False,True,False,False,True
MT0007081433,Q4,True,False,False,True,False,False
MT0007087238,Q4,False,False,True,False,False,True
MT0007102148,Q3,True,False,False,True,False,False
MT0007102997,Q4,True,False,False,True,False,False
MT0007106784,Q3,True,False,False,True,False,False
MT0007107079,Q4,True,False,False,True,False,False
MT0007109938,Q2,False,True,False,False,False,True
MT0007113915,Q3,True,False,False,True,False,False
MT0007117290,Q1,True,False,False,True,False,False
MT0007127869,Q2,True,False,False,False,True,False
MT0007132421,Q1,False,True,False,False,True,False
MT0007136180,Q1,True,False,False,True,False,False
MT0007142175,Q4,True,False,False,True,False,False
MT0007147603,Q1,True,False,False,True,False,False
MT0007164275,Q2,True,False,False,True,False,False
MT0007177899,Q3,True,False,False,True,False,False
MT0007186714,Q4,True,False,False,True,False,False
MT0007190016,Q1,True,False,False,True,False,False
MT0007193184,Q3,True,False,False,True,False,False
MT0007199330,Q4,False,False,True,False,False,True
MT0007210245,Q2,True,False,False,True,False,False
MT0007267489,Q4,True,False,False,True,False,False
MT0007269020,Q2,True,False,False,True,False,False
MT0007276457,Q3,True,False,False,True,False,False
MT0007277070,Q4,False,False,False,False,True,False
MT0007280044,Q3,True,False,False,True,False,False
MT0007282148,Q4,False,True,False,False,True,False
MT0007329488,Q1,False,True,False,False,True,False
MT0007337206,Q2,True,False,False,True,False,False
MT0007340697,Q2,True,False,False,True,False,False
MT0007349422,Q2,False,True,False,False,True,False
MT0007350911,Q1,False,True,False,False,True,False
MT0007353661,Q4,True,False,False,True,False,False
MT0007356476,Q4,True,False,False,True,False,False
MT0007379700,Q2,False,False,True,False,False,True
MT0007384768,Q1,True,False,False,True,False,False
MT0007390015,Q1,True,False,False,True,False,False
MT0007393408,Q2,True,False,False,True,False,False
MT0007401605,Q2,True,False,False,False,False,True
MT0007410187,Q3,True,False,False,True,False,False
MT0007412399,Q3,True,False,False,True,False,False
MT0007412921,Q4,True,False,False,True,False,False
MT0007413949,Q2,False,False,True,False,False,True
MT0007419064,Q1,True,False,False,False,True,False
MT0007421674,Q2,False,False,False,False,False,True
MT0007423667,Q2,True,False,False,True,False,False
MT0007433643,Q4,False,False,True,False,False,True
MT0007438571,Q3,False,False,True,False,False,True
MT0007442223,Q2,True,False,False,True,False,False
MT0007453719,Q4,True,False,False,True,False,False
MT0007477802,Q3,False,False,True,False,False,True
MT0007493575,Q1,False,True,False,True,False,False
MT0007508173,Q1,True,False,False,True,False,False
MT0007522436,Q2,True,False,False,True,False,False
MT0007525777,Q3,True,False,False,True,False,False
MT0007556029,Q4,True,False,False,True,False,False
MT0007602902,Q2,True,False,False,True,False,False
MT0007607008,Q1,True,False,False,True,False,False
MT0007627521,Q2,True,False,False,True,False,False
MT0007644103,Q1,False,False,True,False,False,True
MT0007645808,Q2,True,False,False,True,False,False
MT0007659703,Q2,True,False,False,False,True,False
MT0007663424,Q2,False,True,False,False,True,False
MT0007696006,Q2,True,False,False,True,False,False
MT0007728545,Q3,True,False,False,True,False,False
MT0007730975,Q3,False,True,False,False,True,False
MT0007733857,Q1,True,False,False,True,False,False
MT0007754554,Q3,False,False,True,True,False,False
MT0007757097,Q1,True,False,False,True,False,False
MT0007766156,Q4,False,False,True,False,False,True
MT0007780282,Q2,True,False,False,True,False,False
MT0007780572,Q2,True,False,False,False,False,True
MT0007785837,Q4,True,False,False,False,False,True
MT0007795217,Q1,True,False,False,True,False,False
MT0007797719,Q3,True,False,False,True,False,False
MT0007805279,Q2,True,False,False,False,True,False
MT0007806202,Q2,False,True,False,False,True,False
MT0007817748,Q4,False,False,True,True,False,False
MT0007818252,Q2,True,False,False,False,False,True
MT0007825188,Q2,False,True,False,False,True,False
MT0007828167,Q4,True,False,False,True,False,False
MT0007832902,Q2,False,True,False,False,True,False
MT0007841510,Q3,True,False,False,True,False,False
MT0007859380,Q1,False,False,True,False,False,True
MT0007860263,Q3,True,False,False,True,False,False
MT0007866540,Q2,True,False,False,True,False,False
MT0007868583,Q1,False,False,True,False,False,True
MT0007886392,Q1,True,False,False,True,False,False
MT0007906518,Q2,True,False,False,True,False,False
MT0007912800,Q4,True,False,False,True,False,False
MT0007924549,Q2,False,True,False,True,False,False
MT0007926918,Q2,True,False,False,True,False,False
MT0007934529,Q2,True,False,False,True,False,False
MT0007939281,Q2,False,True,False,False,True,False
MT0007959122,Q2,True,False,False,True,False,False
MT0007961100,Q2,True,False,False,True,False,False
MT0007983016,Q4,True,False,False,True,False,False
MT0007990460,Q3,True,False,False,True,False,False
MT0007991638,Q2,True,False,False,False,False,True
MT0007999856,Q2,False,False,False,True,False,False
MT0008022729,Q2,True,False,False,True,False,False
MT0008029439,Q1,False,False,True,False,False,True
MT0008045785,Q2,True,False,False,True,False,False
MT0008046899,Q1,False,True,False,False,True,False
MT0008077878,Q2,True,False,False,True,False,False
MT0008084656,Q2,False,False,True,False,False,True
MT0008105399,Q1,True,False,False,True,False,False
MT0008113039,Q1,False,False,True,False,False,True
MT0008120072,Q3,True,False,False,True,False,False
MT0008121446,Q3,True,False,False,False,False,True
MT0008130158,Q2,True,False,False,False,True,False
MT0008131425,Q1,False,False,True,False,False,True
MT0008138963,Q3,True,False,False,True,False,False
MT0008147388,Q2,True,False,False,True,False,False
MT0008149831,Q2,False,False,False,True,False,False
MT0008154135,Q4,True,False,False,True,False,False
MT0008166431,Q1,True,False,False,True,False,False
MT0008184180,Q2,True,False,False,True,False,False
MT0008191737,Q3,False,True,False,True,False,False
MT0008211502,Q1,False,False,True,False,False,True
MT0008236217,Q1,False,False,True,False,False,True
MT0008236389,Q2,True,False,False,True,False,False
MT0008237717,Q1,True,False,False,True,False,False
MT0008241153,Q3,True,False,False,True,False,False
MT0008276763,Q1,False,False,True,False,False,True
MT0008277765,Q4,True,False,False,True,False,False
MT0008279825,Q3,True,False,False,True,False,False
MT0008296972,Q3,True,False,False,True,False,False
MT0008307409,Q4,True,False,False,True,False,False
MT0008307905,Q2,False,True,False,False,True,False
MT0008308461,Q1,True,False,False,True,False,False
MT0008313843,Q1,True,False,False,True,False,False
MT0008327012,Q3,False,True,False,False,True,False
MT0008345160,Q1,False,True,False,False,True,False
MT0008347586,Q2,True,False,False,True,False,False
MT0008350331,Q2,False,True,False,False,True,False
MT0008352590,Q2,True,False,False,False,False,True
MT0008361425,Q2,True,False,False,True,False,False
MT0008363189,Q1,True,False,False,True,False,False
MT0008363839,Q1,False,True,False,False,True,False
MT0008368311,Q3,False,False,True,True,False,False
MT0008371251,Q1,True,False,False,True,False,False
MT0008375464,Q3,True,False,False,True,False,False
MT0008385501,Q2,False,True,False,False,True,False
MT0008386252,Q2,True,False,False,True,False,False
MT0008394478,Q1,True,False,False,True,False,False
MT0008401073,Q1,False,False,True,False,False,True
MT0008408635,Q4,True,False,False,True,False,False
MT0008411611,Q3,True,False,False,False,True,False
MT0008421113,Q2,True,False,False,True,False,False
MT0008421900,Q4,True,False,False,True,False,False
MT0008425062,Q2,False,False,False,True,False,False
MT0008425616,Q2,True,False,False,True,False,False
MT0008428932,Q3,True,False,False,True,False,False
MT0008431795,Q1,True,False,False,True,False,False
MT0008445371,Q1,True,False,False,True,False,False
MT0008493270,Q3,False,False,True,False,False,True
MT0008497871,Q2,True,False,False,True,False,False
MT0008499614,Q2,True,False,False,True,False,False
MT0008511909,Q2,False,False,True,False,False,True
MT0008515901,Q3,False,False,True,False,True,False
MT0008518738,Q3,True,False,False,True,False,False
MT0008530072,Q2,False,False,True,False,False,True
MT0008530652,Q4,True,False,False,False,False,True
MT0008537015,Q1,False,True,False,False,True,False
MT0008548050,Q4,True,False,False,True,False,False
MT0008554680,Q2,True,False,False,True,False,False
MT0008565530,Q2,False,False,False,True,False,False
MT0008570712,Q2,False,False,True,False,False,True
MT0008573252,Q2,True,False,False,True,False,False
MT0008578405,Q2,True,False,False,True,False,False
MT0008596505,Q4,True,False,False,False,False,True
MT0008596537,Q2,True,False,False,True,False,False
MT0008602863,Q2,True,False,False,True,False,False
MT0008604277,Q3,True,False,False,True,False,False
MT0008632122,Q1,False,False,True,False,False,True
MT0008635124,Q2,True,False,False,True,False,False
MT0008636271,Q3,True,False,False,True,False,False
MT0008641724,Q2,False,False,False,False,True,False
MT0008649724,Q2,False,True,False,True,False,False
MT0008652185,Q2,True,False,False,True,False,False
MT0008672387,Q1,True,False,False,True,False,False
MT0008673460,Q1,True,False,False,True,False,False
MT0008684978,Q1,True,False,False,True,False,False
MT0008690776,Q3,False,True,False,True,False,False
MT0008709705,Q3,False,False,True,True,False,False
MT0008734186,Q2,False,True,False,True,False,False
MT0008734289,Q2,False,False,True,False,False,True
MT0008737859,Q3,True,False,False,True,False,False
MT0008740787,Q4,False,True,False,False,True,False
MT0008750426,Q4,True,False,False,True,False,False
MT0008776764,Q2,False,False,False,True,False,False
MT0008790106,Q4,True,False,False,True,False,False
MT0008790360,Q2,True,False,False,True,False,False
MT0008791082,Q2,True,False,False,True,False,False
MT0008794071,Q4,True,False,False,False,False,True
MT0008800327,Q2,False,False,True,True,False,False
MT0008806305,Q2,False,True,False,False,True,False
MT0008813307,Q3,False,False,True,False,False,True
MT0008813309,Q1,True,False,False,True,False,False
MT0008819987,Q4,True,False,False,False,False,True
MT0008830058,Q3,False,False,False,True,False,False
MT0008830314,Q1,True,False,False,True,False,False
MT0008847144,Q1,True,False,False,True,False,False
MT0008863436,Q2,True,False,False,False,True,False
MT0008869963,Q4,True,False,False,True,False,False
MT0008882630,Q2,True,False,False,True,False,False
MT0008883788,Q3,False,True,False,False,True,False
MT0008891523,Q1,False,False,True,False,False,True
MT0008899266,Q3,True,False,False,True,False,False
MT0008905721,Q3,True,False,False,True,False,False
MT0008905908,Q3,True,False,False,True,False,False
MT0008944393,Q4,True,False,False,True,False,False
MT0008953247,Q3,False,True,False,False,True,False
MT0008960612,Q3,True,False,False,True,False,False
MT0008963540,Q3,True,False,False,True,False,False
MT0008966305,Q1,False,True,False,False,True,False
MT0008969183,Q3,False,False,True,False,False,True
MT0008972801,Q1,True,False,False,True,False,False
MT0008990167,Q4,True,False,False,True,False,False
MT0008999728,Q2,True,False,False,True,False,False
MT0008999898,Q3,False,True,False,False,True,False
MT0009002136,Q3,False,False,True,True,False,False
MT0009005900,Q1,True,False,False,True,False,False
MT0009008051,Q3,False,True,False,False,True,False
MT0009010830,Q1,True,False,False,True,False,False
MT0009021889,Q3,True,False,False,True,False,False
MT0009025287,Q2,True,False,False,True,False,False
MT0009025845,Q3,True,False,False,True,False,False
MT0009041370,Q2,True,False,False,True,False,False
MT0009041848,Q1,False,True,False,False,True,False
MT0009054976,Q4,True,False,False,True,False,False
MT0009075362,Q4,True,False,False,True,False,False
MT0009112823,Q4,False,True,False,False,True,False
MT0009117202,Q2,False,False,True,False,False,True
MT0009123251,Q2,True,False,False,True,False,False
MT0009153900,Q1,False,True,False,False,True,False
MT0009159687,Q1,True,False,False,True,False,False
MT0009164591,Q3,True,False,False,True,False,False
MT0009164605,Q1,False,False,True,False,False,True
MT0009165729,Q2,False,False,False,True,False,False
MT0009169626,Q3,True,False,False,True,False,False
MT0009172291,Q2,True,False,False,True,False,False
MT0009174874,Q2,True,False,False,False,True,False
MT0009188643,Q1,False,True,False,False,True,False
MT0009206381,Q1,True,False,False,True,False,False
MT0009208842,Q1,True,False,False,True,False,False
MT0009213083,Q1,False,False,True,False,False,True
MT0009217411,Q2,True,False,False,True,False,False
MT0009220462,Q3,False,True,False,False,True,False
MT0009233872,Q1,True,False,False,True,False,False
MT0009239443,Q2,True,False,False,True,False,False
MT0009246394,Q4,False,True,False,False,True,False
MT0009253379,Q1,True,False,False,True,False,False
MT0009263768,Q3,False,False,True,False,False,True
MT0009278329,Q1,True,False,False,True,False,False
MT0009300582,Q3,False,False,True,False,False,True
MT0009311775,Q2,False,False,True,False,False,True
MT0009312856,Q3,True,False,False,True,False,False
MT0009319587,Q2,True,False,False,True,False,False
MT0009320357,Q2,True,False,False,True,False,False
MT0009321428,Q3,True,False,False,True,False,False
MT0009346128,Q2,False,False,True,False,False,True
MT0009348908,Q2,False,False,True,False,False,True
MT0009360971,Q2,True,False,False,False,False,True
MT0009368615,Q3,False,False,True,False,False,True
MT0009375581,Q4,True,False,False,True,False,False
MT0009378909,Q1,False,False,True,False,False,True
MT0009385684,Q3,False,True,False,False,True,False
MT0009390091,Q1,True,False,False,False,True,False
MT0009400121,Q2,False,False,False,True,False,False
MT0009418269,Q2,True,False,False,True,False,False
MT0009425259,Q2,True,False,False,True,False,False
MT0009430339,Q2,True,False,False,False,True,False
MT0009464817,Q3,False,True,False,False,True,False
MT0009469599,Q3,True,False,False,True,False,False
MT0009477836,Q3,True,False,False,True,False,False
MT0009495280,Q3,False,True,False,False,True,False
MT0009495283,Q3,True,False,False,True,False,False
MT0009495284,Q3,True,False,False,True,False,False
MT0009495285,Q3,True,False,False,True,False,False
MT0009521580,Q3,False,False,True,False,False,True
MT0009577134,Q2,False,False,False,True,False,False
MT0009619048,Q3,False,False,True,False,False,True
MT0009631750,Q2,True,False,False,True,False,False
MT0009635389,Q2,False,True,False,False,True,False
MT0009635394,Q2,False,True,False,False,True,False
MT0009635397,Q2,True,False,False,True,False,False
MT0009693151,Q3,True,False,False,True,False,False
MT0009740290,Q4,True,False,False,True,False,False
MT0009741521,Q4,True,False,False,True,False,False
MT0009741760,Q4,True,False,False,True,False,False
MT0009741774,Q4,True,False,False,True,False,False
MT0009781899,Q3,False,False,True,False,False,True
MT0009795009,Q4,False,True,False,False,True,False
MT0009868354,Q4,False,False,True,True,False,False
MT0009872131,Q2,False,False,True,False,False,True
MT0009904717,Q1,False,True,False,False,True,False
MT0009908994,Q2,False,False,True,False,False,True
MT0009968194,Q1,False,True,False,True,False,False
MT0009996318,Q3,True,False,False,True,False,False
MT0010007878,Q3,True,False,False,True,False,False
MT0010007881,Q3,True,False,False,True,False,False
MT0010007882,Q3,True,False,False,True,False,False
MT0010049476,Q4,False,False,True,True,False,False
MT0010054305,Q3,True,False,False,True,False,False
MT0010065680,Q1,False,True,False,False,True,False
MT0010065686,Q1,True,False,False,True,False,False
MT0010083757,Q4,True,False,False,True,False,False
MT0010085729,Q1,True,False,False,False,True,False
MT0010100277,Q2,False,True,False,False,True,False
MT0010100278,Q1,False,True,False,True,False,False
MT0010100279,Q1,True,False,False,True,False,False
MT0010100283,Q3,True,False,False,True,False,False
MT0010100285,Q1,True,False,False,True,False,False
MT0010100324,Q4,False,False,False,False,True,False
MT0010100333,Q1,True,False,False,True,False,False
MT0010100428,Q4,False,False,True,True,False,False
MT0010169019,Q1,True,False,False,True,False,False
MT0010203716,Q4,False,True,False,True,False,False
MT0010236541,Q1,True,False,False,True,False,False
MT0010257371,Q3,True,False,False,True,False,False
MT0010261584,Q4,True,False,False,True,False,False
MT0010261588,Q1,True,False,False,True,False,False
MT0010278984,Q4,True,False,False,False,True,False
MT0010290775,Q4,False,True,False,False,True,False
MT0010290785,Q4,False,False,True,False,False,True
MT0010290788,Q4,False,False,True,False,False,True
MT0010305995,Q4,False,False,True,False,False,True
MT0010310891,Q2,False,True,False,False,True,False
MT0010310894,Q2,False,False,True,False,False,True
MT0010310896,Q2,True,False,False,True,False,False
MT0010310897,Q2,False,False,True,False,False,True
MT0010310898,Q2,True,False,False,True,False,False
MT0010310899,Q2,False,False,True,False,False,True
MT0010344415,Q1,True,False,False,True,False,False
MT0010346228,Q1,True,False,False,True,False,False
MT0010363782,Q3,True,False,False,True,False,False
MT0010368848,Q1,True,False,False,True,False,False
MT0010369823,Q2,False,False,True,False,False,True
MT0010375510,Q3,False,True,False,False,True,False
MT0010379209,Q4,False,True,False,True,False,False
MT0010392442,Q1,False,False,True,False,False,True
MT0010394619,Q1,False,True,False,False,True,False
MT0010405928,Q2,False,False,True,False,False,True
MT0010444469,Q4,True,False,False,True,False,False
MT0010468178,Q3,True,False,False,True,False,False
MT0010477194,Q2,True,False,False,True,False,False
MT0010478882,Q1,True,False,False,True,False,False
MT0010480965,Q2,True,False,False,True,False,False
MT0010481194,Q2,True,False,False,False,True,False
MT0010482550,Q1,True,False,False,True,False,False
MT0010484291,Q1,True,False,False,True,False,False
MT0010485559,Q2,True,False,False,False,True,False
MT0010487366,Q2,True,False,False,True,False,False
MT0010487702,Q2,True,False,False,True,False,False
MT0010502078,Q2,True,False,False,True,False,False
MT0010506192,Q3,True,False,False,True,False,False
MT0010510852,Q1,True,False,False,True,False,False
MT0010512527,Q4,False,True,False,False,True,False
MT0010524453,Q1,True,False,False,True,False,False
MT0010526041,Q2,False,True,False,False,True,False
MT0010534904,Q4,False,True,False,False,True,False
MT0010543277,Q1,True,False,False,True,False,False
MT0010545132,Q4,False,True,False,False,True,False
MT0010548963,Q1,False,False,True,False,False,True
MT0010551970,Q4,True,False,False,True,False,False
MT0010552303,Q1,True,False,False,True,False,False
MT0010554175,Q1,True,False,False,True,False,False
MT0010554620,Q2,True,False,False,True,False,False
MT0010570500,Q1,True,False,False,False,True,False
MT0010574326,Q1,False,True,False,True,False,False
MT0010582452,Q4,True,False,False,False,True,False
MT0010611876,Q1,True,False,False,True,False,False
MT0010612023,Q2,True,False,False,True,False,False
MT0010615428,Q2,False,False,False,True,False,False
MT0010616215,Q2,False,False,True,False,False,True
MT0010617945,Q1,True,False,False,True,False,False
MT0010620026,Q2,False,False,False,True,False,False
MT0010623104,Q2,True,False,False,True,False,False
MT0010623318,Q4,True,False,False,True,False,False
MT0010624346,Q2,False,False,True,False,False,True
MT0010630017,Q3,True,False,False,True,False,False
MT0010652538,Q3,True,False,False,True,False,False
MT0010670378,Q4,False,True,False,False,True,False
MT0010674530,Q3,True,False,False,True,False,False
MT0010674859,Q3,True,False,False,True,False,False
MT0010676114,Q1,True,False,False,True,False,False
MT0010687397,Q2,False,False,True,False,False,True
MT0010694349,Q2,False,False,False,True,False,False
MT0010695865,Q3,True,False,False,True,False,False
MT0010699902,Q1,True,False,False,True,False,False
MT0010701929,Q3,True,False,False,False,False,True
MT0010702370,Q1,True,False,False,True,False,False
MT0010702898,Q4,False,True,False,False,True,False
MT0010704053,Q3,True,False,False,True,False,False
MT0010705334,Q1,True,False,False,True,False,False
MT0010706869,Q1,False,False,True,False,False,True
MT0010710874,Q3,True,False,False,True,False,False
MT0010715611,Q2,True,False,False,True,False,False
MT0010723417,Q1,True,False,False,True,False,False
MT0010723658,Q3,True,False,False,True,False,False
MT0010723756,Q4,True,False,False,True,False,False
MT0010736208,Q2,True,False,False,True,False,False
MT0010736281,Q2,False,True,False,False,True,False
MT0010739708,Q3,False,True,False,False,True,False
MT0010741386,Q3,True,False,False,True,False,False
MT0010751134,Q3,False,False,True,False,False,True
MT0010753520,Q3,False,False,True,False,False,True
MT0010754290,Q1,False,False,True,False,False,True
MT0010755212,Q1,True,False,False,True,False,False
MT0010777106,Q1,True,False,False,True,False,False
MT0010815151,Q3,True,False,False,True,False,False
MT0010823031,Q3,True,False,False,True,False,False
MT0010849747,Q2,False,False,False,True,False,False
MT0010850805,Q3,True,False,False,True,False,False
MT0010857270,Q2,False,True,False,False,True,False
MT0010862394,Q3,False,True,False,False,True,False
MT0010883435,Q1,True,False,False,True,False,False
MT0010894865,Q2,True,False,False,True,False,False
MT0010897525,Q2,True,False,False,True,False,False
MT0010902792,Q1,True,False,False,True,False,False
MT0010922381,Q2,True,False,False,True,False,False
MT0010956902,Q1,True,False,False,True,False,False
MT0010961352,Q2,False,False,False,True,False,False
MT0010967419,Q4,True,False,False,True,False,False
MT0010978213,Q2,False,False,True,False,False,True
MT0010980499,Q4,True,False,False,True,False,False
MT0010983695,Q2,False,False,False,True,False,False
MT0010983830,Q2,True,False,False,True,False,False
MT0010995725,Q2,False,False,False,False,True,False
MT0011069243,Q3,False,False,True,False,False,True
MT0011083648,Q2,True,False,False,True,False,False
MT0011095825,Q3,False,True,False,False,True,False
MT0011145388,Q2,True,False,False,False,False,True
MT0011162069,Q3,True,False,False,True,False,False
MT0011204639,Q1,True,False,False,True,False,False
MT0011252708,Q2,True,False,False,True,False,False
MT0011271960,Q3,True,False,False,True,False,False
MT0011292112,Q4,True,False,False,True,False,False
